excavation_no,id_text,accession_no,accounting_period,acquisition_history,alternative_years,archive,ark,atf_source,atf_up,author,author_remarks,cdli_collation,cdli_comments,citation,collection,collection_copyright,composite_id,condition_description,date_entered,date_of_origin,date_remarks,date_updated,dates_referenced,db_source,designation,electronic_publication,elevation,external_id,findspot_remarks,findspot_square,genre,google_earth_collection,google_earth_provenience,height,join_information,language,lineart_up,material,museum_no,object_preservation,object_remarks,object_type,period,period_remarks,photo_up,primary_publication,provenience,provenience_remarks,public,public_atf,public_images,publication_date,publication_history,published_collation,seal_id,seal_information,stratigraphic_level,subgenre,subgenre_remarks,surface_preservation,text_remarks,thickness,translation_source,width,writing_phase
"","P412428","","","","","","21198/zz0021w801","no atf","","Spar, Ira & Dassow, Eva von","fragment of an agreement concerning a dowry(?)","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 150","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.464","","","tablet","Achaemenid (547-331 BC) ?","","","CTMMA 3, 150","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412429","","","","","","21198/zz0021w81j","no atf","","Spar, Ira & Dassow, Eva von","fragment of a quittance(?)","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Nabopolassar.02.01.-- ?","","10/21/2018","Nabopolassar.02.01.-- ?","","CTMMA 3, 151","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.466","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 151","Hursagkalama (mod. Ingharra)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412430","","","","","","21198/zz0021w822","no atf","","Spar, Ira & Dassow, Eva von","fragment of an account record (?)","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Nebuchadnezzar2.06.01.16 ?","","10/21/2018","Nebuchadnezzar2.06.01.16 ?","","CTMMA 3, 152","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.467","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 152","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412431","","","","","","21198/zz0021w83k","no atf","","Spar, Ira & Dassow, Eva von","fragment of a contract involving a house","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 153","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.469","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 153","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412432","","","","","","21198/zz0021w843","no atf","","Spar, Ira & Dassow, Eva von","fragment of a promissory note for dates","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Nabu-[..].--.07.--","","10/21/2018","Nabu-[..].--.07.--","","CTMMA 3, 154","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.475","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 154","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412433","","","","","","21198/zz0021w85m","no atf","","Spar, Ira & Dassow, Eva von","fragment of a contract","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 155","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.481","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 155","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412434","","","","","","21198/zz00217d93","no atf","","Spar, Ira & Dassow, Eva von","fragment of an accounting record(?)","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 156","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.482","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 156","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412435","","","","","","21198/zz00217dbm","no atf","","Spar, Ira & Dassow, Eva von","fragment 158 86.11.505 Neo-Babylonian! Achaemenid","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 157","","","","","","Legal","","","","","","","clay","MMA 86.11.504","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 157","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412436","","","","","","21198/zz00217dc4","no atf","","Spar, Ira & Dassow, Eva von","fragment of a promissory note","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 159","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.507","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 159","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412437","","","","","","21198/zz00217ddn","no atf","","Spar, Ira & Dassow, Eva von","fragment of a witness list of a contract(?)","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 160","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.508","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 160","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412438","","","","","","21198/zz00217df5","no atf","","Spar, Ira & Dassow, Eva von","fragment of a lease","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 161","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.522","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 161","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412439","","","","","","21198/zz00217dgp","no atf","","Spar, Ira & Dassow, Eva von","fragment of a contract","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 162","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.536","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 162","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412440","","","","","","21198/zz00217dh6","no atf","","Spar, Ira & Dassow, Eva von","fragment of a promissory note for silver","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 163","","","","","","Legal","","","","","","","clay","MMA 86.11.556","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 163","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412441","","","","","","21198/zz00217djq","no atf","","Spar, Ira & Dassow, Eva von","letter","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 164","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 07.154.05","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 164","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"6N-T1139","P416149","not in metonline ?","","","","","21198/zz0029sw2q","cdlistaff","","Frayne, Douglas R.","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q001973","","2/11/2011","Bur-Sin1.00.00.00","","10/21/2018","Bur-Sin1.00.00.00","20110211 cdliadmin","RIME 4.01.07.01, ex. 04","","","","Nippur, ZB 4 (from a courtyard of the ziqqurrat, room 4)","","Royal/Monumental","","","285","","Sumerian","","clay","MMA 59.41.84","","","brick","Early Old Babylonian (ca. 2000-1900 BC)","","","RIME 4.01.07.01, ex. 04","Nippur (mod. Nuffar)","","yes","yes","yes","1990","Sigrist, CTMMA 1, 118","","","","","witness","","","","70","no translation","170",""
"","P423498","not in metonline ?","","","","","21198/zz0029x9x7","no atf","","CDLI","","","20150209 cdliadmin: cf. overview at <http://cdli.ucla.edu/projects/nimrud/index.html>","","Burrell Collection. Art Gallery and Museum, Glasgow  (a); Metropolitan Museum of Art, New York, New York, USA (b); Nimrud Collection, Nimrud, Iraq (c); unlocated (d)","","Q004477","","7/24/2011","Assurnasirpal2.00.00.00","","1/17/2020","Assurnasirpal2.00.00.00","20110724 cdliadmin","Nimrud NW Palace C-08 = RIMA 2.0.101.023, ex. 092 (a)","","","","","","Royal/Monumental","","","","","Akkadian","150ppi 20160630","stone: limestone","AGM 1369 (28/35) (a); MMA 1932.143.11 (b); Nimrud fragment no. 29 (c); unknown (d)","","slab, relief","other (see object remarks)","Neo-Assyrian (ca. 911-612 BC)","","","Nimrud NW Palace C-08 = RIMA 2.0.101.023, ex. 092 (a)","Kalhu (mod. Nimrud)","","yes","yes","yes","2011","Grayson, A. Kirk, RIMA 2.0.101.023, ex. 092 (a)","","","","","witness","","","","","no translation","",""
"","P423501","not in metonline ?","","","","","21198/zz0029xb18","no atf","","CDLI","","","20150209 cdliadmin: cf. overview at <http://cdli.ucla.edu/projects/nimrud/index.html>","","Metropolitan Museum of Art, New York, New York, USA (a)","","Q004477","","7/24/2011","Assurnasirpal2.00.00.00","","1/17/2020","Assurnasirpal2.00.00.00","20110724 cdliadmin","Nimrud NW Palace Cb-02 = RIMA 2.0.101.023, ex. 136 (a)","","","","","","Royal/Monumental","","","","","Akkadian","150ppi 20160630","stone: limestone","MMA 1932.143.08 (a)","","slab, relief","other (see object remarks)","Neo-Assyrian (ca. 911-612 BC)","","","Nimrud NW Palace Cb-02 = RIMA 2.0.101.023, ex. 136 (a)","Kalhu (mod. Nimrud)","","yes","yes","yes","2011","Grayson, A. Kirk, RIMA 2.0.101.023, ex. 136 (a)","","","","","witness","","","","","no translation","",""
"","P423504","not in metonline ?","","","","","21198/zz0029xb4t","no atf","","CDLI","","","20150209 cdliadmin: cf. overview at <http://cdli.ucla.edu/projects/nimrud/index.html>","","Metropolitan Museum of Art, New York, New York, USA (a)","","Q004456","","7/24/2011","Assurnasirpal2.00.00.00","","1/17/2020","Assurnasirpal2.00.00.00","20110724 cdliadmin","Nimrud NW Palace Gb-01 = RIMA 2.0.101.002, ex. 03 (a)","","","","","","Royal/Monumental","","","","","Akkadian","","stone: limestone","MMA 1932.143.02 (a)","","lamassu, lion","other (see object remarks)","Neo-Assyrian (ca. 911-612 BC)","","","Nimrud NW Palace Gb-01 = RIMA 2.0.101.002, ex. 03 (a)","Kalhu (mod. Nimrud)","","yes","yes","yes","2011","Grayson, A. Kirk, RIMA 2.0.101.002, ex. 03 (a)","","","","","witness","","","","","no translation","",""
"","P423506","not in metonline ?","","","","","21198/zz0029xb6v","no atf","","CDLI","","","20150209 cdliadmin: cf. overview at <http://cdli.ucla.edu/projects/nimrud/index.html>","","Fitzwilliam Museum, University of Cambridge, Cambridge, UK (a); Nimrud, Iraq (b); Metropolitan Museum of Art, New York, New York, USA (c); unlocated (d)","","Q004477","","7/24/2011","Assurnasirpal2.00.00.00","","1/17/2020","Assurnasirpal2.00.00.00","20110724 cdliadmin","Nimrud NW Palace I-01 = RIMA 2.0.101.023, ex. 227 (a)","","","","","","Royal/Monumental","","","","","Akkadian","150ppi 20160630","stone: limestone","WAE 02.1908 (a); Nimrud (in situ) (b); MMA 1932.143.12 (c); unknown (d)","","slab, relief","other (see object remarks)","Neo-Assyrian (ca. 911-612 BC)","","","Nimrud NW Palace I-01 = RIMA 2.0.101.023, ex. 227 (a)","Kalhu (mod. Nimrud)","","yes","yes","yes","2011","Grayson, A. Kirk, RIMA 2.0.101.023, ex. 227 (a)","","","","","witness","","","","","no translation","",""
"","P423509","not in metonline ?","","","","","21198/zz0029xb9d","no atf","","CDLI","","","20150209 cdliadmin: cf. overview at <http://cdli.ucla.edu/projects/nimrud/index.html>","","Nimrud, Iraq (a) & (d); Metropolitan Museum of Art, New York, New York, USA (b); State Hermitage Museum, St. Petersburg, Russian Federation (c); Muzeum Narodowe w Warszawie, Warsaw (e); State Hermitage Museum, St. Petersburg, Russian Federation (f); unlocated (g)","","Q004477","","7/24/2011","Assurnasirpal2.00.00.00","","1/17/2020","Assurnasirpal2.00.00.00","20110724 cdliadmin","Nimrud NW Palace I-28 = RIMA 2.0.101.023, ex. 229 (a)","","","","","","Royal/Monumental","","","","","Akkadian","150ppi 20160630","stone: limestone","Nimrud fragment no. 53 (a); MMA 1932.143.14 (b); Erm. — (c); Nimrud (in situ) (d); MN 199335 (e); Erm. — (f); unknown (g)","","slab, relief","other (see object remarks)","Neo-Assyrian (ca. 911-612 BC)","","","Nimrud NW Palace I-28 = RIMA 2.0.101.023, ex. 229 (a)","Kalhu (mod. Nimrud)","","yes","yes","yes","2011","Grayson, A. Kirk, RIMA 2.0.101.023, ex. 229 (a)","","","","","witness","","","","","no translation","",""
"","P423536","not in metonline ?","","","","","21198/zz0029xqx1","no atf","","CDLI","","","20150209 cdliadmin: cf. overview at <http://cdli.ucla.edu/projects/nimrud/index.html>","","Metropolitan Museum of Art, New York, New York, USA (a); Hood Museum of Art, Dartmouth College, Hanover, New Hampshire, USA (b)","","Q004477","","7/24/2011","Assurnasirpal2.00.00.00","","1/17/2020","Assurnasirpal2.00.00.00","20110724 cdliadmin","Nimrud NW Palace L-07 = RIMA 2.0.101.023, ex. 100 (a); RIMA 2.0.101.023, ex. 098 ? (b)","","","","","","Royal/Monumental","","","","","Akkadian","150ppi 20160630","stone: limestone","MMA 1931.72.1 (a); Dartmouth — (b)","","slab, relief","other (see object remarks)","Neo-Assyrian (ca. 911-612 BC)","","","Nimrud NW Palace L-07 = RIMA 2.0.101.023, ex. 100 (a); RIMA 2.0.101.023, ex. 098 ? (b)","Kalhu (mod. Nimrud)","","yes","yes","yes","2011","Grayson, A. Kirk, RIMA 2.0.101.023, ex. 100 (a); Grayson, A. Kirk, RIMA 2.0.101.023, ex. 098 ? (b)","","","","","witness","","","","","no translation","",""
"","P423537","not in metonline ?","","","","","21198/zz0029xqzj","no atf","","CDLI","","","20150209 cdliadmin: cf. overview at <http://cdli.ucla.edu/projects/nimrud/index.html>","","Metropolitan Museum of Art, New York, New York, USA (a); Nimrud, Iraq (b); unlocated (c)","","Q004477","","7/24/2011","Assurnasirpal2.00.00.00","","1/17/2020","Assurnasirpal2.00.00.00","20110724 cdliadmin","Nimrud NW Palace S-02 = RIMA 2.0.101.023, ex. 238 (a)","","","","","","Royal/Monumental","","","","","Akkadian","150ppi 20160630","stone: limestone","MMA 1917.190.2079 + (a); Nimrud (in situ) (b); unknown (c)","","slab, relief","other (see object remarks)","Neo-Assyrian (ca. 911-612 BC)","","600ppi 20160913","Nimrud NW Palace S-02 = RIMA 2.0.101.023, ex. 238 (a)","Kalhu (mod. Nimrud)","","yes","yes","yes","2011","Grayson, A. Kirk, RIMA 2.0.101.023, ex. 238 (a)","","","","","witness","","","","","no translation","",""
"","P423538","not in metonline ?","","","","","21198/zz0029xr0j","no atf","","CDLI","","","20150209 cdliadmin: cf. overview at <http://cdli.ucla.edu/projects/nimrud/index.html>","","Metropolitan Museum of Art, New York, New York, USA (a-b); Nimrud, Iraq (c)","","Q004477","","7/24/2011","Assurnasirpal2.00.00.00","","1/17/2020","Assurnasirpal2.00.00.00","20110724 cdliadmin","Nimrud NW Palace Sa-01 = RIMA 2.0.101.023, ex. 237 (a)","","","","","","Royal/Monumental","","","","","Akkadian","150ppi 20160630","stone: limestone","MMA 1917.190.2077 (a); MMA 1917.190.2078 (b); Nimrud (in situ) (c)","","slab, relief","other (see object remarks)","Neo-Assyrian (ca. 911-612 BC)","","","Nimrud NW Palace Sa-01 = RIMA 2.0.101.023, ex. 237 (a)","Kalhu (mod. Nimrud)","","yes","yes","yes","2011","Grayson, A. Kirk, RIMA 2.0.101.023, ex. 237 (a)","","","","","witness","","","","","no translation","",""
"","P423540","not in metonline ?","","","","","21198/zz0029xr2k","no atf","","CDLI","","","20150209 cdliadmin: cf. overview at <http://cdli.ucla.edu/projects/nimrud/index.html>","","Nimrud, Iraq (a) & (c); Metropolitan Museum of Art, New York, New York, USA (b); unlocated (d)","","Q004477","","7/24/2011","Assurnasirpal2.00.00.00","","1/17/2020","Assurnasirpal2.00.00.00","20110724 cdliadmin","Nimrud NW Palace T-04 = RIMA 2.0.101.023, ex. nn","","","","","","Royal/Monumental","","","","","Akkadian","","stone: limestone","Nimrud fragment no. 72 (a); MMA 1984.11 (b); Nimrud (in situ) (c); unknown (d)","","slab, relief","other (see object remarks)","Neo-Assyrian (ca. 911-612 BC)","","","Nimrud NW Palace T-04 = RIMA 2.0.101.023, ex. nn","Kalhu (mod. Nimrud)","","yes","yes","yes","2011","Grayson, A. Kirk, RIMA 2.0.101.023, ex. nn","","","","","witness","","","","","no translation","",""
"","P423541","not in metonline ?","","","","","21198/zz0029xr33","no atf","","CDLI","","","20150209 cdliadmin: cf. overview at <http://cdli.ucla.edu/projects/nimrud/index.html>","","Metropolitan Museum of Art, New York, New York, USA (a); Nimrud, Iraq (b)","","Q004477","","7/24/2011","Assurnasirpal2.00.00.00","","1/17/2020","Assurnasirpal2.00.00.00","20110724 cdliadmin","Nimrud NW Palace T-05 = RIMA 2.0.101.023, ex. nn","","","","","","Royal/Monumental","","","","","Akkadian","","stone: limestone","MMA 1917.190.2082 (a); Nimrud (in situ) (b)","","slab, relief","other (see object remarks)","Neo-Assyrian (ca. 911-612 BC)","","","Nimrud NW Palace T-05 = RIMA 2.0.101.023, ex. nn","Kalhu (mod. Nimrud)","","yes","yes","yes","2011","Grayson, A. Kirk, RIMA 2.0.101.023, ex. nn","","","","","witness","","","","","no translation","",""
