excavation_no,id_text,accession_no,accounting_period,acquisition_history,alternative_years,archive,ark,atf_source,atf_up,author,author_remarks,cdli_collation,cdli_comments,citation,collection,collection_copyright,composite_id,condition_description,date_entered,date_of_origin,date_remarks,date_updated,dates_referenced,db_source,designation,electronic_publication,elevation,external_id,findspot_remarks,findspot_square,genre,google_earth_collection,google_earth_provenience,height,join_information,language,lineart_up,material,museum_no,object_preservation,object_remarks,object_type,period,period_remarks,photo_up,primary_publication,provenience,provenience_remarks,public,public_atf,public_images,publication_date,publication_history,published_collation,seal_id,seal_information,stratigraphic_level,subgenre,subgenre_remarks,surface_preservation,text_remarks,thickness,translation_source,width,writing_phase
"","P412373","","","","","Nappahu","21198/zz00211x1h","no atf","","Spar, Ira & Dassow, Eva von","promissory note for silver","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Nebuchadnezzar2.43.02.29","562 BC","10/21/2018","Nebuchadnezzar2.43.02.29","","CTMMA 3, 095","","","","","","Legal","","","36","","Akkadian","150ppi 20160630","clay","MMA 86.11.077","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 095","B bili (mod. Babylon)","","yes","yes","yes","2000","Baker, Nappahu no. 027","","","","","promissory note","promissory note for silver","","","2","no translation","45",""
"","P412374","","","","","Nappahu","21198/zz00211x21","no atf","","Spar, Ira & Dassow, Eva von","declaration before witnesses","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Darius1.06.06.10","516 BC","10/21/2018","Darius1.06.06.10","","CTMMA 3, 096","","","","","","Legal","","","31","","Akkadian","150ppi 20160630","clay","MMA 86.11.147","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 096","B bili (mod. Babylon)","","yes","yes","yes","2000","Baker, Nappahu no. 045","","","","","","declaration before witnesses","","","17","no translation","46",""
"","P412375","","","","","Nappahu","21198/zz00211x3j","no atf","","Spar, Ira & Dassow, Eva von","house rental contract","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Darius1.08.02.28","514 BC","10/21/2018","Darius1.08.02.28","","CTMMA 3, 097","","","","","","Legal","","","52","","Akkadian","150ppi 20160630","clay","MMA 86.11.153","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 097","B bili (mod. Babylon)","","yes","yes","yes","2000","Baker, Nappahu no. 114","","","","","lease","lease of house","","","25","no translation","65",""
"","P412376","","","","","Nappahu","21198/zz00211x42","no atf","","Spar, Ira & Dassow, Eva von","assignment of note","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Darius1.27.04.21","495 BC","10/21/2018","Darius1.27.04.21","","CTMMA 3, 098","","","","","","Legal","","","39","","Akkadian","150ppi 20160630","clay","MMA 86.11.159","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 098","B bili (mod. Babylon)","","yes","yes","yes","2000","Baker, Nappahu no. 226","","","","","","note of credit arrangement by proxy","","","20","no translation","52",""
"","P412377","","","","","","21198/zz00211x5k","no atf","","Spar, Ira & Dassow, Eva von","purchase of a field","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Nebuchadnezzar2.09.04.18","","10/21/2018","Nebuchadnezzar2.09.04.18","","CTMMA 3, 099","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.174","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 099","Kar-bel-matati (mod. uncertain)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412378","","","","","","21198/zz00211x63","no atf","","Spar, Ira & Dassow, Eva von","receipt for gold","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Amel-Marduk.02.03.04","","10/21/2018","Amel-Marduk.02.03.04","","CTMMA 3, 100","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.160","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 100","B bili (mod. Babylon)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412379","","","","","","21198/zz00211x7m","no atf","","Spar, Ira & Dassow, Eva von","record of sale","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Nabonidus.04.06.15","","10/21/2018","Nabonidus.04.06.15","","CTMMA 3, 101","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.150","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 101","B bili (mod. Babylon)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412380","","","","","","21198/zz00211x84","no atf","","Spar, Ira & Dassow, Eva von","dialogue document concerning succession and inheritance","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Nabonidus.09.11.15","","10/21/2018","Nabonidus.09.11.15","","CTMMA 3, 102","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.167 + BM 077856","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 102","B bili (mod. Babylon)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412381","","","","","","21198/zz00211x9n","no atf","","Spar, Ira & Dassow, Eva von","hire contract","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Nabonidus.11.05.l3","","10/21/2018","Nabonidus.11.05.l3","","CTMMA 3, 103","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 1973.25.03","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 103","Uruk (mod. Warka)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412382","","","","","","21198/zz00211xb5","no atf","","Spar, Ira & Dassow, Eva von","fragment of a contract","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Nabonidus.12.07.22","","10/21/2018","Nabonidus.12.07.22","","CTMMA 3, 104","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.487","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 104","B bili (mod. Babylon)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412383","","","","","","21198/zz00211xcp","no atf","","Spar, Ira & Dassow, Eva von","fragment of a hire contract","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Nabonidus.12.--.22","","10/21/2018","Nabonidus.12.--.22","","CTMMA 3, 105","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.480","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 105","Ba e (mod. uncertain)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412384","","","","","","21198/zz00211xd6","no atf","","Spar, Ira & Dassow, Eva von","promissory note for silver","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Nabonidus.16.08.21","","10/21/2018","Nabonidus.16.08.21","","CTMMA 3, 106","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.195","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 106","B bili (mod. Babylon)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412385","","","","","","21198/zz00211xfq","no atf","","Spar, Ira & Dassow, Eva von","record of a judicial decision","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Nabonidus.00.00.00","","10/21/2018","Nabonidus.00.00.00","","CTMMA 3, 107","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.422a-f","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 107","B bili (mod. Babylon)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412386","","","","","","21198/zz00211xg7","no atf","","Spar, Ira & Dassow, Eva von","promissory note for silver","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Cyrus2.02.12m.10 ?","","10/21/2018","Cyrus2.02.12m.10 ?","","CTMMA 3, 108","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.543","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 108","B bili (mod. Babylon)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412387","","","","","","21198/zz00211xhr","no atf","","Spar, Ira & Dassow, Eva von","purchase of a field","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Cambyses2.02.10.11","","10/21/2018","Cambyses2.02.10.11","","CTMMA 3, 109","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.290","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 109","Bit-ali-... (mod. uncertain)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412388","","","","","","21198/zz0021vjgp","no atf","","Spar, Ira & Dassow, Eva von","fragment of a receipt for silver","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Darius1.00.00.00","","10/21/2018","Darius1.00.00.00","","CTMMA 3, 110","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.477","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 110","B bili (mod. Babylon) ?","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412389","","","","","","21198/zz0021vjh6","no atf","","Spar, Ira & Dassow, Eva von","receipt for dates","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Darius1.05.09.01","","10/21/2018","Darius1.05.09.01","","CTMMA 3, 111","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.403","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 111","Borsippa (mod. Birs Nimrud)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412390","not in metonline ?","","","","","21198/zz0021vjjq","no atf","","Spar, Ira & Dassow, Eva von","promissory note(?) for silver","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Darius1.06.03.25","","10/21/2018","Darius1.06.03.25","","CTMMA 3, 112","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.310","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 112","B bili (mod. Babylon)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412391","","","","","","21198/zz0021vjk7","no atf","","Spar, Ira & Dassow, Eva von","promissory note for silver","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Darius1.07.01.27","","10/21/2018","Darius1.07.01.27","","CTMMA 3, 113","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.188","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 113","Sippar-Yahrurum (mod. Tell Abu Habbah)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412392","","","","","","21198/zz0021vjmr","no atf","","Spar, Ira & Dassow, Eva von","promissory note for silver","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Darius1.11.--.15 ?","","10/21/2018","Darius1.11.--.15 ?","","CTMMA 3, 114","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.166","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 114","B bili (mod. Babylon) ?","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412393","","","","","","21198/zz0021vjn8","no atf","","Spar, Ira & Dassow, Eva von","partnership agreement","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Darius1.22.10.16","","10/21/2018","Darius1.22.10.16","","CTMMA 3, 115","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.186","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 115","B bili (mod. Babylon)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412394","","","","","","21198/zz0021vjps","no atf","","Spar, Ira & Dassow, Eva von","promissory note for silver","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Darius1.22.--.04","","10/21/2018","Darius1.22.--.04","","CTMMA 3, 116","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.177","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 116","B bili (mod. Babylon)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412395","","","","","","21198/zz0021vjq9","no atf","","Spar, Ira & Dassow, Eva von","field survey","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Darius1.23.02.26","","10/21/2018","Darius1.23.02.26","","CTMMA 3, 117","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.352","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 117","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412396","","","","","","21198/zz0021vjrt","no atf","","Spar, Ira & Dassow, Eva von","promissory note for silver","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Darius1.24.--.24","","10/21/2018","Darius1.24.--.24","","CTMMA 3, 118","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.146","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 118","B bili (mod. Babylon)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412397","","","","","","21198/zz0021vjsb","no atf","","Spar, Ira & Dassow, Eva von","receipt for garments","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Darius1.24.--.01 ?","","10/21/2018","Darius1.24.--.01 ?","","CTMMA 3, 119","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.170","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 119","B bili (mod. Babylon)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412398","","","","","","21198/zz0021vjtv","no atf","","Spar, Ira & Dassow, Eva von","house rental contract","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Darius1.25.02.24","","10/21/2018","Darius1.25.02.24","","CTMMA 3, 120","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.149","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 120","B bili (mod. Babylon)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412399","","","","","","21198/zz0021vjvc","no atf","","Spar, Ira & Dassow, Eva von","stipulations regarding potential claims on a sold prebend","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Darius1.26.09.16","","10/21/2018","Darius1.26.09.16","","CTMMA 3, 121","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.185","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 121","Sippar-Yahrurum (mod. Tell Abu Habbah)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412400","","","","","","21198/zz0021vjww","no atf","","Spar, Ira & Dassow, Eva von","record of return of dowry","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Darius1.27.12.08","","10/21/2018","Darius1.27.12.08","","CTMMA 3, 122","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.171","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 122","B bili (mod. Babylon)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412401","","","","","","21198/zz0021vjxd","no atf","","Spar, Ira & Dassow, Eva von","fragment","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Darius1.32.01.-- ?","","10/21/2018","Darius1.32.01.-- ?","","CTMMA 3, 123","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.179","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 123","B bili (mod. Babylon)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412402","","","","","","21198/zz0021vjzx","no atf","","Spar, Ira & Dassow, Eva von","deposition/record of oath","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Darius1.--.08.05","","10/21/2018","Darius1.--.08.05","","CTMMA 3, 124","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.324","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 124","B bili (mod. Babylon)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412403","not in metonline ?","","","","","21198/zz0021vk0x","no atf","","Spar, Ira & Dassow, Eva von","fragment","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Artaxerxes1.--.12.-- ?","","10/21/2018","Artaxerxes1.--.12.-- ?","","CTMMA 3, 125","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.372b","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 125","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412404","","","","","","21198/zz0021vk1f","no atf","","Spar, Ira & Dassow, Eva von","promissory note for dates","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Darius2.01.07.-- ?","","10/21/2018","Darius2.01.07.-- ?","","CTMMA 3, 126","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 1983.135.03","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 126","Nippur (mod. Nuffar)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412405","","","","","","21198/zz0021vk2z","no atf","","Spar, Ira & Dassow, Eva von","renunciation of claim","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Darius2.02.06.11 ?","","10/21/2018","Darius2.02.06.11 ?","","CTMMA 3, 127","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.133","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 127","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412406","","","","","","21198/zz0021vk3g","no atf","","Spar, Ira & Dassow, Eva von","promissory note for barley","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Darius2.05.01.26","","10/21/2018","Darius2.05.01.26","","CTMMA 3, 128","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.152","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 128","uncertain (mod. Nar-Madanu)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412407","not in metonline ?","","","","","21198/zz0021vk40","no atf","","Spar, Ira & Dassow, Eva von","side A, clay cast of text No. 77 rev.; side B, clay cast of promissory note","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 129","","","","","","Legal","","","","","","","clay","MMA 86.11.142","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 129","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412408","","","","","","21198/zz0021vk5h","no atf","","Spar, Ira & Dassow, Eva von","agreement regarding division of property","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","--.--.12m.--","","10/21/2018","--.--.12m.--","","CTMMA 3, 130","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.293","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 130","B bili (mod. Babylon)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412409","","","","","","21198/zz0021vk61","no atf","","Spar, Ira & Dassow, Eva von","purchase of a house","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","--.--.09.16","","10/21/2018","--.--.09.16","","CTMMA 3, 131","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.296","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 131","B bili (mod. Babylon)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412410","","","","","","21198/zz0021w7c7","no atf","","Spar, Ira & Dassow, Eva von","fragment of a field lease","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 132","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.322","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 132","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412411","","","","","","21198/zz0021w7dr","no atf","","Spar, Ira & Dassow, Eva von","fragment of a dialogue document concerning a dowry conversion","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 133","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.326","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 133","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412412","","","","","","21198/zz0021w7f8","no atf","","Spar, Ira & Dassow, Eva von","fragment of an accounting record","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 134","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.339","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 134","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412413","","","","","","21198/zz0021w7gs","no atf","","Spar, Ira & Dassow, Eva von","promissory note for dates","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","--.--.06.10","","10/21/2018","--.--.06.10","","CTMMA 3, 135","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.344","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 135","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412414","","","","","","21198/zz0021w7h9","no atf","","Spar, Ira & Dassow, Eva von","fragment of a contract","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 136","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.385","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 136"," a rinu (mod. uncertain) ?","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412415","","","","","","21198/zz0021w7jt","no atf","","Spar, Ira & Dassow, Eva von","fragment of an imittu-promissory note","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 137","","","","","","Legal","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.397","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 137","","","yes","yes","yes","2000","CTMMA 4, 009","","","","","","","","","","no translation","",""
"","P412416","","","","","","21198/zz0021w7kb","no atf","","Spar, Ira & Dassow, Eva von","promissory note for silver","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","Nabu-[..].12.05.--","","10/21/2018","Nabu-[..].12.05.--","","CTMMA 3, 138","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.398","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 138","B bili (mod. Babylon)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412417","","","","","","21198/zz0021w7mv","no atf","","Spar, Ira & Dassow, Eva von","receipt year","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","--.01.09.01","","10/21/2018","--.01.09.01","","CTMMA 3, 139","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.400","","","tablet","Achaemenid (547-331 BC) ?","","","CTMMA 3, 139","B bili (mod. Babylon) ?","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412418","","","","","","21198/zz0021w7nc","no atf","","Spar, Ira & Dassow, Eva von","fragment of a contract","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","--.07.06.--","","10/21/2018","--.07.06.--","","CTMMA 3, 140","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.420","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 140","B bili (mod. Babylon)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412419","","","","","","21198/zz0021w7pw","no atf","","Spar, Ira & Dassow, Eva von","fragment of a contract for the purchase of a house","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 141","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.421","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 141","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412420","","","","","","21198/zz0021w7qd","no atf","","Spar, Ira & Dassow, Eva von","fragment of a contract","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","--.--.09.05","","10/21/2018","--.--.09.05","","CTMMA 3, 142","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.427","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 142","B bili (mod. Babylon)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412421","","","","","","21198/zz0021w7rx","no atf","","Spar, Ira & Dassow, Eva von","fragment of a document","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 143","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.437","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 143","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412422","","","","","","21198/zz0021w7sf","no atf","","Spar, Ira & Dassow, Eva von","fragment of a field lease","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 144","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.442","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 144","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412423","","","","","","21198/zz0021w7tz","no atf","","Spar, Ira & Dassow, Eva von","fragment of a witness list and date formula","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","--.--.04.02","","10/21/2018","--.--.04.02","","CTMMA 3, 145","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.445a-c","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 145","B bili (mod. Babylon)","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412424","","","","","","21198/zz0021w7vg","no atf","","Spar, Ira & Dassow, Eva von","fragment of a field lease","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 146","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.450","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 146","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412425","","","","","","21198/zz0021w7w0","no atf","","Spar, Ira & Dassow, Eva von","fragment of a contract","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","--.--.--.--","","10/21/2018","--.--.--.--","","CTMMA 3, 147","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.454","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 147","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412426","","","","","","21198/zz0021w7xh","no atf","","Spar, Ira & Dassow, Eva von","fragment of a contract","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 148","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.456","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 148","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
"","P412427","","","","","","21198/zz0021w7z1","no atf","","Spar, Ira & Dassow, Eva von","fragment of a contract(?)","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","","CTMMA 3, 149","","","","","","Legal","","","","","","150ppi 20160630","clay","MMA 86.11.458","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 149","","","yes","yes","yes","2000","","","","","","","","","","","no translation","",""
